Keyword,Tracked,Campaigns,Min Monthly Volume,Max Monthly Volume,Relevancy,Monthly Volume,Search Intent,Difficulty,Last Updated,Top queries,Clicks,Impressions,CTR,Position,_merge,Primary Keyword,Supporting Keywords
peter rollins influenced by,FALSE,,11,50,0.012155616525120339,39.0,informational,34.0,2024-06-29,,,,,,left_only,,
cat names from movies and books,FALSE,,11,50,0.007686942075819866,20.0,informational,36.0,2024-07-21,,,,,,left_only,cat names from movies and books,"cat names from movies and books, dog names from movies funny, dog names from movies, dog names from movies, famous pets from movies, famous pets from movies, famous pets from movies"
famous dog owners,FALSE,,11,50,0.12738733737523628,19.0,informational,36.0,2024-06-29,,,,,,left_only,famous dog owners,"famous dog cartoon characters, famous dog cartoon characters, famous newfoundland dog owners, famous newfoundland dog owners, famous newfoundland dog owners, famous havanese dog owners, famous havanese dog owners, famous havanese dog owners, famous pet owners, famous pet owners, famous pet owners, famous boxer dog owners, famous boxer dog owners, famous boxer dog owners, famous rabbit owners, famous rabbit owners, famous rabbit owners"
pet influencers on instagram,FALSE,,11,50,0.9304546813134629,27.0,commercial,36.0,2024-05-02,,,,,,left_only,pet influencers on instagram,"key influencers, pet influences on child development, dog influencers on twitter, dog influencers on twitter, dog influencers on twitter, influencers, pet, dog influencers australia, pet influencers uk, how to put pet on instagram bio, dog brands on instagram, dog brands on instagram, dog brands on instagram"
cat names from movies and books,FALSE,,11,50,0.00739266934658929,20.0,informational,36.0,2024-07-21,,,,,,left_only,cat names from movies and books,"cat names from movies and books, dog names from movies funny, dog names from movies, dog names from movies, famous pets from movies, famous pets from movies, famous pets from movies"
dog model salary,FALSE,,11,50,0.264391708354499,12.0,informational,38.0,2024-06-29,,,,,,left_only,,
dog model salary,FALSE,,11,50,0.1409639365136211,12.0,informational,38.0,2024-06-29,,,,,,left_only,,
do cats get depressed?,FALSE,,11,50,0.2928445675219278,27.0,informational,38.0,2024-06-26,,,,,,left_only,do cats get depressed?,"do cats get lonely when left alone?, do cats get sad?, how to help a depressed cat, do cats get sad when you leave?, do cats get mad at their owners?"
dog model salary,FALSE,,11,50,0.009824718258627312,12.0,informational,38.0,2024-06-29,,,,,,left_only,,
how to make a sad cat happy,FALSE,,11,50,0.2659486500225821,16.0,informational,39.0,2024-06-23,,,,,,left_only,,
the dog agency loni edwards,FALSE,,11,50,0.011312485642877472,31.0,informational,39.0,2024-06-29,,,,,,left_only,the dog agency loni edwards,"the dog agency loni edwards, the dog agency loni edwards, dog influencer agency, dog influencer agency, dog influencer agency, the dog agency careers, the dog agency phone number, the dog agency careers, the dog agency careers, the dog agency phone number, the dog agency phone number, the dog agency address, the dog agency address, the dog agency address, the dog agency glassdoor, the dog agency glassdoor, the dog agency glassdoor, the dog agency clients, the dog agency clients, the dog agency clients"
the dog agency loni edwards,FALSE,,11,50,0.007389595028606661,31.0,informational,39.0,2024-06-29,,,,,,left_only,the dog agency loni edwards,"the dog agency loni edwards, the dog agency loni edwards, dog influencer agency, dog influencer agency, dog influencer agency, the dog agency careers, the dog agency phone number, the dog agency careers, the dog agency careers, the dog agency phone number, the dog agency phone number, the dog agency address, the dog agency address, the dog agency address, the dog agency glassdoor, the dog agency glassdoor, the dog agency glassdoor, the dog agency clients, the dog agency clients, the dog agency clients"
what animals symbolize?,FALSE,,11,50,0.2813045454451532,31.0,informational,39.0,2024-06-30,,,,,,left_only,what animals symbolize?,
the dog agency loni edwards,FALSE,,11,50,0.011643400238774452,31.0,informational,39.0,2024-06-29,,,,,,left_only,the dog agency loni edwards,"the dog agency loni edwards, the dog agency loni edwards, dog influencer agency, dog influencer agency, dog influencer agency, the dog agency careers, the dog agency phone number, the dog agency careers, the dog agency careers, the dog agency phone number, the dog agency phone number, the dog agency address, the dog agency address, the dog agency address, the dog agency glassdoor, the dog agency glassdoor, the dog agency glassdoor, the dog agency clients, the dog agency clients, the dog agency clients"
do cats get lonely when left alone?,FALSE,,11,50,0.2813045454451532,24.0,informational,40.0,2024-07-03,,,,,,left_only,,
famous pets names,FALSE,,11,50,0.011643400238774452,24.0,informational,40.0,2024-06-29,,,,,,left_only,,
famous pets names,FALSE,,11,50,0.007759447394638223,24.0,informational,40.0,2024-06-29,,,,,,left_only,,
famous pets names,FALSE,,11,50,0.011312485642877472,24.0,informational,40.0,2024-06-29,,,,,,left_only,,
instagram captions for pets,FALSE,,11,50,0.09095048656429093,12.0,informational,41.0,2024-06-29,,,,,,left_only,instagram captions for pets,"instagram captions for pets, instagram captions for pets, pets, instagram captions for dogs, instagram captions for dogs, instagram captions for dogs"
instagram captions for pets,FALSE,,11,50,0.007759447394638223,12.0,informational,41.0,2024-06-29,,,,,,left_only,instagram captions for pets,"instagram captions for pets, instagram captions for pets, pets, instagram captions for dogs, instagram captions for dogs, instagram captions for dogs"
instagram captions for pets,FALSE,,11,50,0.041782603232291535,12.0,informational,41.0,2024-06-29,,,,,,left_only,instagram captions for pets,"instagram captions for pets, instagram captions for pets, pets, instagram captions for dogs, instagram captions for dogs, instagram captions for dogs"
do pugs like to cuddle?,FALSE,,11,50,0.386685746352413,24.0,informational,41.0,2024-07-13,,,,,,left_only,do pugs like to cuddle?,what problems do pugs have?
peter paul rubens influence,FALSE,,11,50,0.012130036762657387,27.0,informational,42.0,2024-06-29,,,,,,left_only,peter paul rubens influence,peter paul rubens influences
famous dogs in mythology,FALSE,,11,50,0.011643400238774452,48.0,informational,42.0,2024-06-29,,,,,,left_only,,
famous dogs in mythology,FALSE,,11,50,0.011312485642877472,48.0,informational,42.0,2024-06-29,,,,,,left_only,,
do cats get sad?,FALSE,,11,50,0.2928445675219278,47.0,informational,42.0,2024-06-23,,,,,,left_only,,
famous dogs in mythology,FALSE,,11,50,0.007759447394638223,48.0,informational,42.0,2024-06-29,,,,,,left_only,,
are pugs good family dogs?,FALSE,,11,50,0.386685746352413,24.0,informational,43.0,2024-07-17,,,,,,left_only,are pugs good family dogs?,"is a cat a good pet?, are pugs a good dog?"
what is under the influence,FALSE,,11,50,0.008511735809828615,24.0,informational,43.0,2024-07-09,,,,,,left_only,,
does grumpy cat have down syndrome,FALSE,,11,50,0.2510509263552011,24.0,informational,43.0,2024-06-26,,,,,,left_only,,
what is under the influence,FALSE,,11,50,0.008511735809828615,24.0,informational,43.0,2024-07-09,,,,,,left_only,,
beatrix potter peter rabbit influence,FALSE,,11,50,0.012125397216610727,27.0,informational,43.0,2024-06-29,,,,,,left_only,beatrix potter peter rabbit influence,"famous rabbit owners, famous rabbit owners, famous rabbit owners"
peter gabriel was influenced by all of the following except,FALSE,,11,50,0.012127877118734426,39.0,informational,44.0,2024-06-29,,,,,,left_only,,
are pet instagrams stupid,FALSE,,11,50,0.2651109681806273,27.0,informational,44.0,2024-07-02,,,,,,left_only,are pet instagrams stupid,"are pet instagrams stupid, are influence of, are influence of, pet"
are pet instagrams stupid,FALSE,,11,50,0.2637044952736807,27.0,informational,44.0,2024-07-02,,,,,,left_only,are pet instagrams stupid,"are pet instagrams stupid, are influence of, are influence of, pet"
key influencers,FALSE,,11,50,0.004923938660223855,25.0,informational,44.0,2024-04-26,,,,,,left_only,,
famous people with pets,FALSE,,11,50,0.12408625997023813,17.0,informational,45.0,2024-06-29,,,,,,left_only,,
famous people with pets,FALSE,,11,50,0.013366907716998624,17.0,informational,45.0,2024-06-29,,,,,,left_only,,
peter kreeft influenced by,FALSE,,11,50,0.012103574027401627,25.0,informational,45.0,2024-06-29,,,,,,left_only,,
famous people with pets,FALSE,,11,50,0.24080618536948672,17.0,informational,45.0,2024-06-29,,,,,,left_only,,
pet influences on child development,FALSE,,11,50,0.012185057278629915,27.0,informational,46.0,2024-06-29,,,,,,left_only,,
how to make your dog instagram famous vox,FALSE,,11,50,0.007389595028606661,24.0,informational,47.0,2024-07-23,,,,,,left_only,,
can cats be mad at you?,FALSE,,11,50,0.2928445675219278,24.0,informational,47.0,2024-06-23,,,,,,left_only,can cats be mad at you?,"do cats get mad at their owners?, can pugs be left alone?, can cats crying?"
peter zumthor influences,FALSE,,11,50,0.012098403438630584,31.0,informational,47.0,2024-06-29,,,,,,left_only,,
how to make your dog instagram famous vox,FALSE,,11,50,0.2752437549673364,24.0,informational,47.0,2024-07-23,,,,,,left_only,,
who did the who influence,FALSE,,11,50,0.008511735809828615,17.0,informational,48.0,2024-07-14,,,,,,left_only,who did the who influence,"who did the who influence, who has the most followers on instagram 2019?, who is the striped yellow cat of cartoon"
who did the who influence,FALSE,,11,50,0.008511735809828615,17.0,informational,48.0,2024-07-14,,,,,,left_only,who did the who influence,"who did the who influence, who has the most followers on instagram 2019?, who is the striped yellow cat of cartoon"
what kind of cat is grumpy cat?,FALSE,,11,50,0.2928445675219278,31.0,informational,48.0,2024-07-10,,,,,,left_only,,
when some has influence,FALSE,,11,50,0.008511735809828615,27.0,informational,49.0,2024-07-16,,,,,,left_only,when some has influence,when some has influence
when some has influence,FALSE,,11,50,0.008511735809828615,27.0,informational,49.0,2024-07-16,,,,,,left_only,when some has influence,when some has influence
how to influence women,FALSE,,11,50,0.008398116101725235,27.0,informational,50.0,2024-07-02,,,,,,left_only,,
how to influence women,FALSE,,11,50,0.008398116101725235,27.0,informational,50.0,2024-07-02,,,,,,left_only,,
canine movie stars,FALSE,,11,50,0.23359023887852545,48.0,informational,51.0,2024-06-29,,,,,,left_only,canine movie stars,"canine movie stars, canine movie stars, canine agent, canine agent"
how to have influence,FALSE,,11,50,0.008511735809828615,24.0,informational,51.0,2024-07-14,,,,,,left_only,,
canine movie stars,FALSE,,11,50,0.011461552536372677,48.0,informational,51.0,2024-06-29,,,,,,left_only,canine movie stars,"canine movie stars, canine movie stars, canine agent, canine agent"
dog influencers on twitter,FALSE,,11,50,0.8606393922151457,27.0,informational,51.0,2024-05-02,,,,,,left_only,,
dog influencers on twitter,FALSE,,11,50,0.49967708290814844,27.0,informational,51.0,2024-05-02,,,,,,left_only,,
canine movie stars,FALSE,,11,50,0.007638259627174606,48.0,informational,51.0,2024-06-29,,,,,,left_only,canine movie stars,"canine movie stars, canine movie stars, canine agent, canine agent"
how to have influence,FALSE,,11,50,0.008511735809828615,24.0,informational,51.0,2024-07-14,,,,,,left_only,,
dog influencers on twitter,FALSE,,11,50,0.011312485642877472,27.0,informational,51.0,2024-05-02,,,,,,left_only,,
famous dogs that died,FALSE,,11,50,0.007759447394638223,26.0,informational,53.0,2024-06-29,,,,,,left_only,famous dogs that died,"famous dogs that died, famous dogs that died"
famous dogs that died,FALSE,,11,50,0.011643400238774452,26.0,informational,53.0,2024-06-29,,,,,,left_only,famous dogs that died,"famous dogs that died, famous dogs that died"
famous dogs that died,FALSE,,11,50,0.011312485642877472,26.0,informational,53.0,2024-06-29,,,,,,left_only,famous dogs that died,"famous dogs that died, famous dogs that died"
peter singer influenced,FALSE,,11,50,0.012174764692912954,27.0,informational,54.0,2024-06-29,,,,,,left_only,,
what does influence,FALSE,,11,50,0.008511735809828615,27.0,informational,55.0,2024-07-15,,,,,,left_only,,
peter kropotkin influenced by,FALSE,,11,50,0.012117885756910649,27.0,informational,55.0,2024-06-29,,,,,,left_only,,
what does influence,FALSE,,11,50,0.008511735809828615,27.0,informational,55.0,2024-07-15,,,,,,left_only,,
are influence of,FALSE,,11,50,0.008511735809828615,17.0,informational,58.0,2024-07-15,,,,,,left_only,,
are influence of,FALSE,,11,50,0.008511735809828615,17.0,informational,58.0,2024-07-15,,,,,,left_only,,
peter kropotkin influenced,FALSE,,11,50,0.012117885756910649,17.0,informational,59.0,2024-06-29,,,,,,left_only,,
christine shiba instagram,FALSE,,11,50,0.47834580317829845,47.0,navigational,60.0,2024-06-29,,,,,,left_only,christine shiba instagram,"christine shiba instagram, christine shiba instagram, shiba inu, shiba inu rescue"
christine shiba instagram,FALSE,,11,50,0.14957807339741777,47.0,navigational,60.0,2024-06-29,,,,,,left_only,christine shiba instagram,"christine shiba instagram, christine shiba instagram, shiba inu, shiba inu rescue"
christine shiba instagram,FALSE,,11,50,0.10185797948191219,47.0,navigational,60.0,2024-06-29,,,,,,left_only,christine shiba instagram,"christine shiba instagram, christine shiba instagram, shiba inu, shiba inu rescue"
where does grumpy cat live?,FALSE,,11,50,0.2732073229715829,27.0,informational,61.0,2024-05-16,,,,,,left_only,,
insta famous people,FALSE,,11,50,0.007387863837632004,39.0,informational,63.0,2024-06-30,,,,,,left_only,insta famous people,"how to influence people, how to influence people, how influence people, how influence people"
online users,FALSE,,11,50,0.004726981113814902,35.0,navigational,64.0,2024-07-25,,,,,,left_only,,
how to influence book,FALSE,,11,50,0.008400029457119951,31.0,informational,67.0,2024-07-14,,,,,,left_only,,
company pages,FALSE,,11,50,0.004825459887019378,31.0,navigational,67.0,2024-07-26,,,,,,left_only,company pages,
how to influence book,FALSE,,11,50,0.008400029457119951,31.0,informational,67.0,2024-07-14,,,,,,left_only,,
